,Date,Team,Acquired,Relinquished,Notes
13832,3/14/2009,Clippers, Alex Acker,,activated from IL
13833,3/14/2009,Heat,, Daequan Cook,placed on IL with dental issues
13834,3/14/2009,Heat, Luther Head,,activated from IL
13835,3/14/2009,Rockets,, Brian Cook,placed on IL (out for season)
13836,3/14/2009,Thunder, Kevin Durant,,activated from IL
13837,3/14/2009,Timberwolves,, Kevin Ollie,placed on IL for personal reasons (flu per CBC)
13838,3/14/2009,Timberwolves, Randy Foye,,activated from IL
13839,3/15/2009,Cavaliers,, Lorenzen Wright,placed on IL
13840,3/15/2009,Cavaliers, Delonte West,,activated from IL
13841,3/15/2009,Heat,, Dorell Wright,placed on IL
13842,3/15/2009,Heat, Chris Quinn,,activated from IL
13843,3/15/2009,Pacers,, Josh McRoberts,placed on IL
13844,3/15/2009,Pacers, Danny Granger,,activated from IL
13845,3/15/2009,Warriors,, Andris Biedrins,placed on IL with sprained left ankle
