Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
15324,2010-03-20,Nets,, Bobby Simmons,placed on IL
15325,2010-03-20,Nets,, Tony Battie,placed on IL
15326,2010-03-20,Nets, Devin Harris,,activated from IL
15327,2010-03-20,Nets, Yi Jianlian / Jianlian Yi,,activated from IL
15328,2010-03-20,Raptors,, Marco Belinelli,placed on IL with sore lower back
15329,2010-03-20,Raptors, Antoine Wright,,activated from IL
15330,2010-03-21,Blazers, Patrick Mills / Patty Mills,,activated from IL
15331,2010-03-21,Kings,, Tyreke Evans,placed on IL with bruised jaw and concussion
15332,2010-03-21,Kings, Joey Dorsey,,activated from IL
15333,2010-03-21,Pistons,, Ben Wallace,placed on IL with sore right knee
15334,2010-03-21,Pistons, Chucky Atkins,,activated from IL
15335,2010-03-21,Suns,, Taylor Griffin,placed on IL
15336,2010-03-21,Suns, Earl Clark,,activated from IL
15337,2010-03-22,Heat,, Udonis Haslem,placed on IL with sprained right ankle
15338,2010-03-22,Heat, Jermaine O'Neal,,activated from IL
15339,2010-03-22,Hornets, Chris Paul,,activated from IL
15340,2010-03-22,Jazz,, Andrei Kirilenko,placed on IL with strained left calf
15341,2010-03-22,Magic,, Adonal Foyle,placed on IL
15342,2010-03-22,Magic, Mickael Pietrus,,activated from IL
15343,2010-03-22,Nets,, Keyon Dooling,placed on IL with flu
15344,2010-03-22,Nets, Tony Battie,,activated from IL
15345,2010-03-22,Jazz, Kosta Koufos,,activated from IL
15346,2010-03-23,Bobcats,, Nazr Mohammed,placed on IL with back spasms
15347,2010-03-23,Pistons,, Chucky Atkins,placed on IL
15348,2010-03-23,Pistons, Chris Wilcox,,activated from IL
15349,2010-03-24,Nets,, Terrence Williams,placed on IL with left foot injury / sprained left ankle (CBC)
15350,2010-03-24,Nets, Keyon Dooling,,activated from IL
15351,2010-03-24,Rockets,, David Andersen,placed on IL with sore lower back (out for season)
15352,2010-03-24,Thunder,, D.J. White,placed on IL
15353,2010-03-24,Thunder, James Harden,,activated from IL
15354,2010-03-24,Timberwolves,, Brian Cardinal,placed on IL
15355,2010-03-24,Timberwolves,, Nathan Jawai,placed on IL
15356,2010-03-24,Timberwolves, Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
15357,2010-03-24,Rockets, Jermaine Taylor,,activated from IL
15358,2010-03-25,Blazers,, Patrick Mills / Patty Mills,placed on IL
15359,2010-03-25,Heat,, Yakhouba Diawara,placed on IL
15360,2010-03-25,Heat, Udonis Haslem,,activated from IL
15361,2010-03-25,Rockets,, Shane Battier,placed on IL with sprained MCL in left knee
15362,2010-03-26,Bucks,, Andrew Bogut,placed on IL with sore back
15363,2010-03-26,Bucks,, Darnell Jackson,placed on IL
15364,2010-03-26,Bucks, Dan Gadzuric,,activated from IL
15365,2010-03-26,Celtics,, Kendrick Perkins,placed on IL with sore left knee
15366,2010-03-26,Celtics, Brian Scalabrine,,activated from IL
15367,2010-03-26,Jazz,, Othyus Jeffers,placed on IL
15368,2010-03-26,Jazz, Andrei Kirilenko,,activated from IL
15369,2010-03-26,Magic,, Mickael Pietrus,placed on IL with left ankle injury
15370,2010-03-26,Magic, Adonal Foyle,,activated from IL
15371,2010-03-26,Nets,, Tony Battie,placed on IL
15372,2010-03-26,Nets, Terrence Williams,,activated from IL
15373,2010-03-26,Pistons,, Chris Wilcox,placed on IL with hamstring injury (out for season)
15374,2010-03-26,Pistons, Chucky Atkins,,activated from IL
15375,2010-03-26,Raptors,, Hidayet Turkoglu / Hedo Turkoglu,placed on IL with stomach virus
15376,2010-03-26,Raptors, Marco Belinelli,,activated from IL
15377,2010-03-27,Bulls,, James Johnson,placed on IL with torn fascia right foot
15378,2010-03-27,Bulls, Devin Brown,,activated from IL
15379,2010-03-28,Bucks,, Carlos Delfino,placed on IL with sore neck and jaw
15380,2010-03-28,Bucks, Andrew Bogut,,activated from IL
15381,2010-03-28,Bulls,, Joe Alexander,placed on IL
15382,2010-03-28,Bulls, James Johnson,,activated from IL
15383,2010-03-28,Cavaliers,, Anderson Varejao,placed on IL with hamstring injury
15384,2010-03-28,Cavaliers, Danny Green,,activated from IL
15385,2010-03-28,Grizzlies,, Ronnie Brewer,placed on IL with partially torn right hamstring (out for season)
15386,2010-03-28,Grizzlies, Marc Gasol,,activated from IL
15387,2010-03-28,Heat,, Jermaine O'Neal,placed on IL with right knee injury
15388,2010-03-28,Heat, Yakhouba Diawara,,activated from IL
15389,2010-03-28,Kings,, Francisco Garcia,placed on IL with wrist injury
15390,2010-03-28,Raptors,, Marcus Banks,placed on IL
15391,2010-03-28,Raptors, Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
15392,2010-03-28,Suns,, Robin Lopez,placed on IL with bulding disc in lower back
15393,2010-03-28,Suns, Taylor Griffin,,activated from IL
15394,2010-03-28,Kings, Jon Brockman,,activated from IL
15395,2010-03-30,Clippers,, Baron Davis,placed on IL with back spasms
15396,2010-03-30,Clippers, Brian Skinner,,activated from IL
15397,2010-03-30,Kings, Tyreke Evans,,activated from IL
15398,2010-03-31,Celtics,, Brian Scalabrine,placed on IL
15399,2010-03-31,Celtics, Kendrick Perkins,,activated from IL
15400,2010-03-31,Heat,, Alade Aminu,placed on IL
15401,2010-03-31,Kings,, Dominic McGuire,placed on IL with torn right plantar fascia
15402,2010-03-31,Kings, Francisco Garcia,,activated from IL
15403,2010-03-31,Nets,, Chris Douglas-Roberts,placed on IL with back spasms
15404,2010-03-31,Nets, Tony Battie,,activated from IL
15405,2010-03-31,Pistons,, Richard Hamilton,placed on IL with sprained right ankle
15406,2010-03-31,Pistons, Ben Wallace,,activated from IL
15407,2010-03-31,Spurs,, Alonzo Gee,placed on IL
15408,2010-03-31,Timberwolves,, Damien Wilkins,placed on IL with upper respiratory illness
15409,2010-03-31,Timberwolves, Brian Cardinal,,activated from IL
15410,2010-03-31,Wizards,, Randy Foye,placed on IL with strained ligament in left wrist (out for season)
15411,2010-04-01,Magic,, Adonal Foyle,placed on IL (out for season)
15412,2010-04-01,Magic, Mickael Pietrus,,activated from IL
15413,2010-04-02,Bucks,, Dan Gadzuric,placed on IL
15414,2010-04-02,Bucks, Carlos Delfino,,activated from IL
15415,2010-04-02,Bulls,, Devin Brown,placed on IL
15416,2010-04-02,Bulls, Luol Deng,,activated from IL
15417,2010-04-02,Knicks,, Wilson Chandler,placed on IL with sore left groin (out for season)
15418,2010-04-03,Blazers,, Juwan Howard,placed on IL with food poisoning
15419,2010-04-03,Blazers, Patrick Mills / Patty Mills,,activated from IL
15420,2010-04-03,Bulls,, James Johnson,placed on IL with plantar fasciaitis in right foot
15421,2010-04-03,Bulls, Devin Brown,,activated from IL
15422,2010-04-03,Hawks,, Joe Johnson,placed on IL with sprained right thumb
15423,2010-04-03,Hawks, Randolph Morris,,activated from IL
15424,2010-04-03,Kings,, Spencer Hawes,placed on IL with bruised knee (out for season)
15425,2010-04-03,Kings, Dominic McGuire,,activated from IL
15426,2010-04-03,Nets,, Tony Battie,placed on IL
15427,2010-04-03,Nets, Chris Douglas-Roberts,,activated from IL
15428,2010-04-03,Thunder,, Mustafa Shakur,placed on IL
15429,2010-04-03,Timberwolves,, Oleksiy Pecherov,placed on IL
15430,2010-04-03,Timberwolves, Damien Wilkins,,activated from IL
15431,2010-04-04,Clippers,, Travis Outlaw,placed on IL with groin injury
15432,2010-04-04,Clippers, Baron Davis,,activated from IL
15433,2010-04-04,Lakers,, Andrew Bynum,placed on IL with strained left Achilles tendon (out for season)
15434,2010-04-04,Lakers, Luke Walton,,activated from IL
15435,2010-04-04,Timberwolves,, Darko Milicic,placed on IL with bruised jaw
15436,2010-04-04,Timberwolves, Oleksiy Pecherov,,activated from IL
15437,2010-04-04,Raptors,, Joey Dorsey,placed on IL (out for season)
15438,2010-04-06,Bucks,, Andrew Bogut,placed on IL recovering from surgery to repair broken right hand
15439,2010-04-06,Bucks, Dan Gadzuric,,activated from IL
15440,2010-04-06,Bulls,, Devin Brown,placed on IL
15441,2010-04-06,Bulls, James Johnson,,activated from IL
15442,2010-04-06,Cavaliers,, Delonte West,placed on IL with lower back spasms
15443,2010-04-06,Cavaliers, Anderson Varejao,,activated from IL
15444,2010-04-06,Pistons,, Jason Maxiell,placed on IL with strained back
15445,2010-04-06,Spurs,, George Hill,placed on IL with sprained right ankle
15446,2010-04-06,Spurs, (William) Tony Parker,,activated from IL
15447,2010-04-06,Pistons, Richard Hamilton,,activated from IL
15448,2010-04-07,Blazers,, Patrick Mills / Patty Mills,placed on IL
15449,2010-04-07,Blazers, Juwan Howard,,activated from IL
15450,2010-04-07,Bobcats,, Tyrus Thomas,placed on IL with thumb injury
15451,2010-04-07,Bobcats, DeSagana Diop,,activated from IL
15452,2010-04-07,Bobcats, Nazr Mohammed,,activated from IL
15453,2010-04-07,Heat,, Shavlik Randolph,placed on IL
15454,2010-04-07,Heat,, Yakhouba Diawara,placed on IL
15455,2010-04-07,Heat, Jermaine O'Neal,,activated from IL
15456,2010-04-07,Raptors, Patrick O'Bryant,,activated from IL
15457,2010-04-07,Timberwolves, Darko Milicic,,activated from IL
15458,2010-04-07,Suns,, Taylor Griffin,placed on IL
15459,2010-04-07,Raptors,, Chris Bosh,placed on IL recovering from surgery to repair fractured facial bone (out for season)
15460,2010-04-08,Cavaliers,, LeBron James,placed on IL for rest (out for season)
15461,2010-04-08,Cavaliers, Sebastian Telfair,,activated from IL
15462,2010-04-09,76ers,, Thaddeus Young,placed on IL with fractured right thumb (out for season)
15463,2010-04-09,76ers, Francisco Elson,,activated from IL
15464,2010-04-09,Bobcats,, Stephen Jackson,placed on IL with sore right hamstring
15465,2010-04-09,Cavaliers,, Maurice Williams / Mo Williams,placed on IL for rest
15466,2010-04-09,Cavaliers, Delonte West,,activated from IL
15467,2010-04-09,Hawks,, Jason Collins,placed on IL with sore right foot
15468,2010-04-09,Hawks, Joe Johnson,,activated from IL
15469,2010-04-09,Pistons,, Richard Hamilton,placed on IL with sprained right ankle (out for season)
15470,2010-04-09,Pistons, Jason Maxiell,,activated from IL
15471,2010-04-09,Bulls,, Rob Kurz,placed on IL
15472,2010-04-10,Bobcats,, Raymond Felton,placed on IL with flu
15473,2010-04-10,Bobcats, Stephen Jackson,,activated from IL
15474,2010-04-10,Nets,, Jarvis Hayes,placed on IL with sprained right ankle (out for season)
15475,2010-04-10,Nets, Tony Battie,,activated from IL
15476,2010-04-10,Nuggets,, Joey Graham,placed on IL with sprained left ankle (out for season)
15477,2010-04-10,Nuggets, Kenyon Martin Sr.,,activated from IL
15478,2010-04-11,Cavaliers,, Anthony Parker,placed on IL for rest
15479,2010-04-11,Cavaliers, Maurice Williams / Mo Williams,,activated from IL
15480,2010-04-11,Raptors,, Antoine Wright,placed on IL with sore right ankle (P) / sprained left ankle (CBC) (out for season)
15481,2010-04-11,Raptors, Marcus Banks,,activated from IL
15482,2010-04-11,Timberwolves,, Oleksiy Pecherov,placed on IL
15483,2010-04-12,Blazers,, Brandon Roy,placed on IL with torn meniscus in right knee
15484,2010-04-12,Blazers, Patrick Mills / Patty Mills,,activated from IL
15485,2010-04-12,Bobcats,, DeSagana Diop,placed on IL (out for season)
15486,2010-04-12,Bobcats,, Gerald Wallace,placed on IL with bruised left shoulder
15487,2010-04-12,Bobcats, Raymond Felton,,activated from IL
15488,2010-04-12,Bobcats, Tyrus Thomas,,activated from IL
15489,2010-04-12,Clippers,, Baron Davis,placed on IL with wrist injury (out for season)
15490,2010-04-12,Clippers, Travis Outlaw,,activated from IL
15491,2010-04-12,Heat,, Jermaine O'Neal,placed on IL with sprained left ankle (out for season)
15492,2010-04-12,Heat, Yakhouba Diawara,,activated from IL
15493,2010-04-12,Nets,, Keyon Dooling,placed on IL with groin injury (out for season)
15494,2010-04-12,Nets, Bobby Simmons,,activated from IL
15495,2010-04-12,Spurs,, Antonio McDyess,placed on IL with body soreness
15496,2010-04-12,Spurs, George Hill,,activated from IL
15497,2010-04-13,Nuggets,, Brian Butch,placed on IL (out for season)
15498,2010-04-13,Nuggets,, Coby Karl,placed on IL (out for season)
15499,2010-04-14,Bobcats,, Derrick Brown,placed on IL (out for season)
15500,2010-04-14,Bobcats, Gerald Wallace,,activated from IL
15501,2010-04-14,Bucks,, Primoz Brezec,placed on IL
15502,2010-04-14,Bucks, Darnell Jackson,,activated from IL
15503,2010-04-14,Cavaliers, Anthony Parker,,activated from IL
15504,2010-04-14,Grizzlies,, Jamaal Tinsley,placed on IL
15505,2010-04-14,Hawks,, Jamal Crawford,placed on IL
15506,2010-04-14,Hawks, Jason Collins,,activated from IL
15507,2010-04-14,Heat,, Dwyane Wade,placed on IL
15508,2010-04-14,Heat,, Udonis Haslem,placed on IL
15509,2010-04-14,Heat, Kenny Hasbrouck,,activated from IL
15510,2010-04-14,Heat, Shavlik Randolph,,activated from IL
15511,2010-04-14,Rockets,, Mike Harris,placed on IL (out for season)
15512,2010-04-14,Rockets, Shane Battier,,activated from IL
15513,2010-04-14,Spurs,, Malik Hairston,placed on IL with sore left ankle (out for season)
15514,2010-04-14,Spurs, Antonio McDyess,,activated from IL
15515,2010-04-14,Thunder,, Kyle Weaver,placed on IL
15516,2010-04-14,Timberwolves,, Greg Stiemsma,placed on IL (out for season)
15517,2010-04-14,Grizzlies, Lester Hudson,,activated from IL
15518,2010-04-14,Thunder, Byron Mullens / B.J. Mullens,,activated from IL
15519,2010-04-17,Cavaliers,, Danny Green,placed on IL
15520,2010-04-17,Cavaliers,, Leon Powe,placed on IL
15521,2010-04-17,Cavaliers,, Sebastian Telfair,placed on IL
15522,2010-04-17,Cavaliers, Shaquille O'Neal,,activated from IL
15523,2010-04-17,Celtics,, Brian Scalabrine,placed on IL
15524,2010-04-17,Celtics,, Oliver Lafayette,placed on IL
15525,2010-04-17,Celtics,, Tony Gaffney,placed on IL
15526,2010-04-17,Hawks,, Randolph Morris,placed on IL
15527,2010-04-17,Hawks, Jamal Crawford,,activated from IL
15528,2010-04-17,Heat,, Kenny Hasbrouck,placed on IL
15529,2010-04-17,Heat,, Shavlik Randolph,placed on IL
15530,2010-04-17,Heat,, Yakhouba Diawara,placed on IL
15531,2010-04-17,Jazz,, Andrei Kirilenko,placed on IL with strained left calf
15532,2010-04-17,Nuggets,, Renaldo Balkman,placed on IL
15533,2010-04-18,Bobcats,, Alexis Ajinca / Alex Ajinca,placed on IL
15534,2010-04-18,Bobcats,, Gerald Henderson Jr.,placed on IL
15535,2010-04-18,Lakers,, Sasha Vujacic,placed on IL with sprained left ankle
15536,2010-04-18,Spurs,, Alonzo Gee,placed on IL
15537,2010-04-18,Spurs,, Curtis Jerrells,placed on IL
15538,2010-04-18,Suns,, Taylor Griffin,placed on IL
15539,2010-04-18,Thunder,, Byron Mullens / B.J. Mullens,placed on IL
15540,2010-04-24,Blazers,, Dante Cunningham,placed on IL with stomach virus
15541,2010-04-24,Blazers, Brandon Roy,,activated from IL
15542,2010-04-24,Thunder,, D.J. White,placed on IL
15543,2010-04-24,Thunder, Byron Mullens / B.J. Mullens,,activated from IL
15544,2010-04-25,Bulls,, Acie Law,placed on IL
15545,2010-04-25,Bulls, Devin Brown,,activated from IL
15546,2010-04-26,Blazers,, Travis Diener,placed on IL (out for season)
15547,2010-04-26,Blazers, Dante Cunningham,,activated from IL
15548,2010-04-27,Bulls,, Devin Brown,placed on IL
15549,2010-04-27,Bulls, Acie Law,,activated from IL
15550,2010-04-27,Thunder,, Byron Mullens / B.J. Mullens,placed on IL
15551,2010-04-27,Thunder, Kyle Weaver,,activated from IL
15552,2010-04-30,Nuggets,, Nene / Nene Hilario / Maybyner Hilario,placed on IL with hyper-extended left knee (out for season)
15553,2010-04-30,Nuggets, Renaldo Balkman,,activated from IL
15554,2010-05-02,Bucks, Andrew Bogut,,activated from IL
15555,2010-05-06,Hawks,, Mario West,placed on IL
15556,2010-05-06,Hawks, Randolph Morris,,activated from IL
15557,2010-05-07,Cavaliers,, Jawad Williams,placed on IL
15558,2010-05-07,Cavaliers, Leon Powe,,activated from IL
15559,2010-05-08,Jazz,, Mehmet Okur,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season)
15560,2010-05-08,Jazz, Andrei Kirilenko,,activated from IL
15561,2010-05-17,Lakers,, Adam Morrison,placed on IL
15562,2010-05-17,Lakers, Sasha Vujacic,,activated from IL
15563,2010-05-17,Suns,, Dwayne Jones,placed on IL
15564,2010-05-17,Suns, Robin Lopez,,activated from IL
15565,2010-05-28,Celtics,, Marquis Daniels,placed on IL with concussion
15566,2010-05-28,Celtics, Brian Scalabrine,,activated from IL
15567,2010-06-06,Celtics,, Brian Scalabrine,placed on IL
15568,2010-06-06,Celtics, Marquis Daniels,,activated from IL
15569,2010-06-13,Lakers,, Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
15570,2010-06-13,Lakers, Adam Morrison,,activated from IL
15571,2010-06-15,Lakers,, Adam Morrison,placed on IL
15572,2010-06-15,Lakers, Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
15573,2010-06-17,Celtics,, Kendrick Perkins,placed on IL with torn MCL in right knee (out for season)
15574,2010-06-17,Celtics, Brian Scalabrine,,activated from IL
15575,2010-10-26,Blazers,, Elliot Williams,placed on IL
15576,2010-10-26,Blazers,, Greg Oden,placed on IL with left knee injury (out for season)
15577,2010-10-26,Blazers,, Joel Przybilla,placed on IL placed on IL recovering from surgery on right knee to repair ruptured patella tendon
15578,2010-10-26,Celtics,, Avery Bradley,placed on IL recovering from surgery on left ankle
15579,2010-10-26,Celtics,, Kendrick Perkins,placed on IL recovering from surgery on right knee to repair torn ACL
15580,2010-10-26,Celtics,, Luke Harangody,placed on IL
15581,2010-10-26,Heat,, Dexter Pittman,placed on IL
15582,2010-10-26,Heat,, Jerry Stackhouse,placed on IL
15583,2010-10-26,Heat,, Mike Miller,placed on IL recovering from surgery on right hand to repair a broken thumb and ligament damage
15584,2010-10-26,Lakers,, Andrew Bynum,placed on IL recovering from surgery on right knee to repair torn ligaments
15585,2010-10-26,Lakers,, Luke Walton,placed on IL with strained right hamstring
15586,2010-10-26,Rockets,, Jermaine Taylor,placed on IL
15587,2010-10-26,Rockets,, Kyle Lowry,placed on IL with back spasms
15588,2010-10-26,Rockets,, Patrick Patterson,placed on IL
15589,2010-10-26,Suns,, Gani Lawal,placed on IL
15590,2010-10-26,Suns,, Matt Janning,placed on IL
15591,2010-10-27,76ers,, Craig Brackins,placed on IL
15592,2010-10-27,76ers,, Jodie Meeks,placed on IL
15593,2010-10-27,Bobcats,, Dominic McGuire,placed on IL with stress fracture in left shin
15594,2010-10-27,Bobcats,, Eduardo Najera,placed on IL with sports hernia
15595,2010-10-27,Bobcats,, Kwame Brown,placed on IL with sprained left ankle
15596,2010-10-27,Bucks,, Chris Douglas-Roberts,placed on IL with right eye injury
15597,2010-10-27,Bucks,, Michael Redd,placed on IL recovering from surgery on left knee to repair torn ACL
15598,2010-10-27,Bulls,, Carlos Boozer,placed on IL with fractured bone in right pinky finger
15599,2010-10-27,Cavaliers,, Christian Eyenga,placed on IL
15600,2010-10-27,Cavaliers,, Maurice Williams / Mo Williams,placed on IL with groin injury
